pandaid,creationtime,starttime,endtime,computingelement,assignedpriority,currentpriority,jobstatus,jobname,cpuconsumptiontime,computingsite,cpuconversion,job_walltime,job_queuetime,cpu_eff,destinationdblock,destinationse,sourcesite,transfertype,corecount,ninputdatafiles,inputfilebytes,noutputdatafiles,outputfilebytes,piloterrorcode,exeerrorcode,ddmerrorcode,jobdispatchererrorcode,taskbuffererrorcode,pilottiming,files_info
7585680684,29904,1/27/2025 3:10,1/27/2025 3:30,,1000,-479,finished,user.ktakada.data16_13TeV.periodL.AOD_ZMUMU.repro26_v01.4l_20250121_ver0/.6491382496,5886,21,1,9672,1167,0.608560794,user.ktakada.data16_13TeV.periodL.AOD_ZMUMU.repro26_v01.4l_20250121_ver0_EXT0.584736381.584736381,,,,8,0,0,1,199164530,0,0,0,0,0,0|5|1181|5|3|8,
1313739812,29998,1/27/2025 3:10,1/27/2025 3:30,,1000,-479,finished,user.ktakada.data16_13TeV.periodL.AOD_ZMUMU.repro26_v01.4l_20250121_ver0/.6491382496,5886,8,1,9672,1167,0.608560794,user.ktakada.data16_13TeV.periodL.AOD_ZMUMU.repro26_v01.4l_20250121_ver0_EXT0.584736381.584736381,,,,8,0,0,1,199164530,0,0,0,0,0,0|5|1181|5|3|8,
8123982614,30189,1/27/2025 3:10,1/27/2025 3:30,,1000,-479,finished,user.ktakada.data16_13TeV.periodL.AOD_ZMUMU.repro26_v01.4l_20250121_ver0/.6491382496,5886,31,1,9672,1167,0.608560794,user.ktakada.data16_13TeV.periodL.AOD_ZMUMU.repro26_v01.4l_20250121_ver0_EXT0.584736381.584736381,,,,8,0,0,1,199164530,0,0,0,0,0,0|5|1181|5|3|8,
5149156101,30303,1/27/2025 3:10,1/27/2025 3:30,,1000,-479,finished,user.ktakada.data16_13TeV.periodL.AOD_ZMUMU.repro26_v01.4l_20250121_ver0/.6491382496,5886,7,1,9672,1167,0.608560794,user.ktakada.data16_13TeV.periodL.AOD_ZMUMU.repro26_v01.4l_20250121_ver0_EXT0.584736381.584736381,,,,8,21,24532047130,1,199164530,0,0,0,0,0,0|5|1181|5|3|8,"{""225"": 671981061, ""479"": 66496244, ""1037"": 1371754540, ""1807"": 854662791, ""1985"": 12264298, ""2401"": 562366145, ""2882"": 248200554, ""3383"": 187083544, ""3757"": 1439581583, ""4365"": 942933808, ""4421"": 1176945327, ""4871"": 1963002268, ""5164"": 1069073097, ""5342"": 2056644089, ""5418"": 1905422348, ""5688"": 1752091396, ""5691"": 2260167857, ""6294"": 1052678580, ""6497"": 1649411613, ""6864"": 1155668589, ""7145"": 2133617398}"
2872757529,30364,1/27/2025 3:10,1/27/2025 3:30,,1000,-479,finished,user.ktakada.data16_13TeV.periodL.AOD_ZMUMU.repro26_v01.4l_20250121_ver0/.6491382496,5886,13,1,9672,1167,0.608560794,user.ktakada.data16_13TeV.periodL.AOD_ZMUMU.repro26_v01.4l_20250121_ver0_EXT0.584736381.584736381,,,,8,0,0,1,199164530,0,0,0,0,0,0|5|1181|5|3|8,
7318472306,30418,1/27/2025 3:10,1/27/2025 3:30,,1000,-479,finished,user.ktakada.data16_13TeV.periodL.AOD_ZMUMU.repro26_v01.4l_20250121_ver0/.6491382496,5886,8,1,9672,1167,0.608560794,user.ktakada.data16_13TeV.periodL.AOD_ZMUMU.repro26_v01.4l_20250121_ver0_EXT0.584736381.584736381,,,,8,0,0,1,199164530,0,0,0,0,0,0|5|1181|5|3|8,
2695814769,30447,1/27/2025 3:10,1/27/2025 3:30,,1000,-479,finished,user.ktakada.data16_13TeV.periodL.AOD_ZMUMU.repro26_v01.4l_20250121_ver0/.6491382496,5886,20,1,9672,1167,0.608560794,user.ktakada.data16_13TeV.periodL.AOD_ZMUMU.repro26_v01.4l_20250121_ver0_EXT0.584736381.584736381,,,,8,2,2267650499,1,199164530,0,0,0,0,0,0|5|1181|5|3|8,"{""1102"": 701935855, ""2602"": 1565714644}"
8066358178,30520,1/27/2025 3:10,1/27/2025 3:30,,1000,-479,finished,user.ktakada.data16_13TeV.periodL.AOD_ZMUMU.repro26_v01.4l_20250121_ver0/.6491382496,5886,21,1,9672,1167,0.608560794,user.ktakada.data16_13TeV.periodL.AOD_ZMUMU.repro26_v01.4l_20250121_ver0_EXT0.584736381.584736381,,,,8,0,0,1,199164530,0,0,0,0,0,0|5|1181|5|3|8,
3496989849,30555,1/27/2025 3:10,1/27/2025 3:30,,1000,-479,finished,user.ktakada.data16_13TeV.periodL.AOD_ZMUMU.repro26_v01.4l_20250121_ver0/.6491382496,5886,20,1,9672,1167,0.608560794,user.ktakada.data16_13TeV.periodL.AOD_ZMUMU.repro26_v01.4l_20250121_ver0_EXT0.584736381.584736381,,,,8,51,55423261095,1,199164530,0,0,0,0,0,0|5|1181|5|3|8,"{""66"": 354861429, ""252"": 12450659, ""486"": 1276003275, ""853"": 878777768, ""971"": 1476805696, ""1006"": 1709192933, ""1072"": 1697364835, ""1102"": 701935855, ""1193"": 2240364209, ""1318"": 172653160, ""1358"": 2150178181, ""1467"": 243034886, ""1760"": 358451764, ""1870"": 1347887735, ""1993"": 230971158, ""2297"": 901839816, ""2564"": 944168430, ""2602"": 1565714644, ""2812"": 1853316589, ""3032"": 870408059, ""3037"": 286346627, ""3053"": 1593821722, ""3192"": 1926831624, ""3203"": 241764530, ""3430"": 1131718740, ""3551"": 1962063975, ""3571"": 1989631586, ""3786"": 459104148, ""3974"": 1547318748, ""4088"": 2212851985, ""4474"": 625214358, ""4894"": 39349424, ""5015"": 74772555, ""5203"": 1089542119, ""5413"": 651467094, ""5704"": 976862794, ""5768"": 1975165958, ""5834"": 790835624, ""6206"": 936648715, ""6337"": 1271288699, ""6389"": 14650935, ""6398"": 1764315185, ""6414"": 138135497, ""6758"": 2033616123, ""6786"": 54898058, ""6789"": 2263570674, ""7005"": 1624179953, ""7050"": 1525631583, ""7334"": 447635276, ""7336"": 1867127716, ""7396"": 920517989}"
8883765916,30582,1/27/2025 3:10,1/27/2025 3:30,,1000,-479,finished,user.ktakada.data16_13TeV.periodL.AOD_ZMUMU.repro26_v01.4l_20250121_ver0/.6491382496,5886,7,1,9672,1167,0.608560794,user.ktakada.data16_13TeV.periodL.AOD_ZMUMU.repro26_v01.4l_20250121_ver0_EXT0.584736381.584736381,,,,8,0,0,1,199164530,0,0,0,0,0,0|5|1181|5|3|8,
9581205382,30739,1/27/2025 3:10,1/27/2025 3:30,,1000,-479,finished,user.ktakada.data16_13TeV.periodL.AOD_ZMUMU.repro26_v01.4l_20250121_ver0/.6491382496,5886,20,1,9672,1167,0.608560794,user.ktakada.data16_13TeV.periodL.AOD_ZMUMU.repro26_v01.4l_20250121_ver0_EXT0.584736381.584736381,,,,8,9,10733075947,1,199164530,0,0,0,0,0,0|5|1181|5|3|8,"{""2161"": 2003945181, ""2297"": 901839816, ""3430"": 1131718740, ""4368"": 614924027, ""6013"": 1082162010, ""6337"": 1271288699, ""6428"": 2158892207, ""6893"": 42673684, ""7050"": 1525631583}"
9683251925,30742,1/27/2025 3:10,1/27/2025 3:30,,1000,-479,finished,user.ktakada.data16_13TeV.periodL.AOD_ZMUMU.repro26_v01.4l_20250121_ver0/.6491382496,5886,20,1,9672,1167,0.608560794,user.ktakada.data16_13TeV.periodL.AOD_ZMUMU.repro26_v01.4l_20250121_ver0_EXT0.584736381.584736381,,,,8,0,0,1,199164530,0,0,0,0,0,0|5|1181|5|3|8,
6312948058,30832,1/27/2025 3:10,1/27/2025 3:30,,1000,-479,finished,user.ktakada.data16_13TeV.periodL.AOD_ZMUMU.repro26_v01.4l_20250121_ver0/.6491382496,5886,7,1,9672,1167,0.608560794,user.ktakada.data16_13TeV.periodL.AOD_ZMUMU.repro26_v01.4l_20250121_ver0_EXT0.584736381.584736381,,,,8,0,0,1,199164530,0,0,0,0,0,0|5|1181|5|3|8,
9763039367,30832,1/27/2025 3:10,1/27/2025 3:30,,1000,-479,finished,user.ktakada.data16_13TeV.periodL.AOD_ZMUMU.repro26_v01.4l_20250121_ver0/.6491382496,5886,8,1,9672,1167,0.608560794,user.ktakada.data16_13TeV.periodL.AOD_ZMUMU.repro26_v01.4l_20250121_ver0_EXT0.584736381.584736381,,,,8,17,16001816367,1,199164530,0,0,0,0,0,0|5|1181|5|3|8,"{""224"": 1107300578, ""310"": 1882594507, ""452"": 2038785978, ""1400"": 284603038, ""1626"": 276193427, ""2726"": 949837265, ""2919"": 150381273, ""3185"": 1728797137, ""3419"": 658305589, ""3475"": 499112921, ""3778"": 423514033, ""3797"": 1279932048, ""4741"": 1430779533, ""4802"": 1115545186, ""5554"": 368481061, ""6118"": 563977984, ""6797"": 1243674809}"
8722657498,30902,1/27/2025 3:10,1/27/2025 3:30,,1000,-479,finished,user.ktakada.data16_13TeV.periodL.AOD_ZMUMU.repro26_v01.4l_20250121_ver0/.6491382496,5886,8,1,9672,1167,0.608560794,user.ktakada.data16_13TeV.periodL.AOD_ZMUMU.repro26_v01.4l_20250121_ver0_EXT0.584736381.584736381,,,,8,0,0,1,199164530,0,0,0,0,0,0|5|1181|5|3|8,
1209240825,30908,1/27/2025 3:10,1/27/2025 3:30,,1000,-479,finished,user.ktakada.data16_13TeV.periodL.AOD_ZMUMU.repro26_v01.4l_20250121_ver0/.6491382496,5886,19,1,9672,1167,0.608560794,user.ktakada.data16_13TeV.periodL.AOD_ZMUMU.repro26_v01.4l_20250121_ver0_EXT0.584736381.584736381,,,,8,25,17473681294,1,199164530,0,0,0,0,0,0|5|1181|5|3|8,"{""20"": 1352700842, ""552"": 136487479, ""716"": 794482735, ""908"": 648832591, ""1057"": 798790289, ""1177"": 672851432, ""1460"": 1299959539, ""1648"": 163167181, ""2452"": 253125534, ""2959"": 173948408, ""2989"": 1590583280, ""3159"": 894348183, ""3246"": 748535720, ""3288"": 728408410, ""3569"": 1069444416, ""3760"": 1055718408, ""3918"": 58548626, ""4229"": 1535012443, ""4863"": 256472174, ""5000"": 526810090, ""5502"": 2034647190, ""6744"": 162374027, ""6759"": 298893746, ""7236"": 120678164, ""7256"": 98860387}"
8359322607,31032,1/27/2025 3:10,1/27/2025 3:30,,1000,-479,finished,user.ktakada.data16_13TeV.periodL.AOD_ZMUMU.repro26_v01.4l_20250121_ver0/.6491382496,5886,13,1,9672,1167,0.608560794,user.ktakada.data16_13TeV.periodL.AOD_ZMUMU.repro26_v01.4l_20250121_ver0_EXT0.584736381.584736381,,,,8,27,25080245519,1,199164530,0,0,0,0,0,0|5|1181|5|3|8,"{""61"": 1896279794, ""243"": 477561349, ""544"": 950269857, ""840"": 790428209, ""867"": 299834197, ""1284"": 1781959352, ""1455"": 41685142, ""1488"": 1713228129, ""1591"": 947833143, ""1835"": 1321559348, ""2027"": 1843604694, ""2633"": 409505759, ""3647"": 278323888, ""4385"": 1831535464, ""4516"": 1667895706, ""4531"": 1284082110, ""4570"": 185062530, ""4633"": 524067323, ""5367"": 79710677, ""5493"": 177810141, ""5532"": 1708154775, ""6403"": 98635763, ""6806"": 1767959684, ""7102"": 1272269544, ""7198"": 861177005, ""7275"": 454299134, ""7321"": 415512802}"
6983353928,31053,1/27/2025 3:10,1/27/2025 3:30,,1000,-479,finished,user.ktakada.data16_13TeV.periodL.AOD_ZMUMU.repro26_v01.4l_20250121_ver0/.6491382496,5886,8,1,9672,1167,0.608560794,user.ktakada.data16_13TeV.periodL.AOD_ZMUMU.repro26_v01.4l_20250121_ver0_EXT0.584736381.584736381,,,,8,71,87078901662,1,199164530,0,0,0,0,0,0|5|1181|5|3|8,"{""96"": 493779844, ""116"": 862887856, ""240"": 675065042, ""246"": 1103193363, ""594"": 515239966, ""793"": 1807011269, ""1118"": 1754517840, ""1166"": 1063225088, ""1238"": 2133385299, ""1308"": 417307760, ""1355"": 1444940190, ""1536"": 2080787446, ""1548"": 2146399741, ""1702"": 1662231537, ""1781"": 1784576546, ""1893"": 16506478, ""1911"": 758859251, ""2193"": 2298360965, ""2321"": 924778227, ""2371"": 1214921765, ""2450"": 59848576, ""2517"": 1439833354, ""2634"": 977170680, ""2666"": 935632144, ""2691"": 1859087168, ""3128"": 1834480375, ""3191"": 1313010915, ""3265"": 656824345, ""3475"": 499112921, ""3576"": 2234889548, ""3597"": 1399799433, ""3778"": 423514033, ""3792"": 1507588907, ""3798"": 52101335, ""3860"": 1465713983, ""3948"": 136377603, ""4013"": 186102674, ""4176"": 2266537286, ""4231"": 123473175, ""4399"": 2246395807, ""4431"": 426286015, ""4459"": 1893832735, ""4703"": 1539688298, ""4741"": 1430779533, ""4876"": 950233936, ""4920"": 157777188, ""4987"": 1649102799, ""5028"": 2026685095, ""5058"": 2282448064, ""5117"": 2242635666, ""5151"": 860400767, ""5187"": 1779152973, ""5404"": 2043127853, ""5810"": 526959939, ""6022"": 1258601018, ""6028"": 1251636185, ""6200"": 2232099091, ""6243"": 1789839128, ""6510"": 1197825203, ""6656"": 1495544268, ""6663"": 1001209185, ""6683"": 1865640453, ""6684"": 456949171, ""6755"": 106882471, ""7025"": 1868331939, ""7111"": 1753285611, ""7202"": 1248422847, ""7219"": 230536915, ""7295"": 1816660907, ""7313"": 194101180, ""7391"": 726755494}"
4970973512,31100,1/27/2025 3:10,1/27/2025 3:30,,1000,-479,finished,user.ktakada.data16_13TeV.periodL.AOD_ZMUMU.repro26_v01.4l_20250121_ver0/.6491382496,5886,8,1,9672,1167,0.608560794,user.ktakada.data16_13TeV.periodL.AOD_ZMUMU.repro26_v01.4l_20250121_ver0_EXT0.584736381.584736381,,,,8,44,48076305819,1,199164530,0,0,0,0,0,0|5|1181|5|3|8,"{""224"": 1107300578, ""793"": 1807011269, ""977"": 134508768, ""1027"": 251857482, ""1355"": 1444940190, ""1445"": 1120499623, ""1548"": 2146399741, ""1582"": 222685856, ""1626"": 276193427, ""2092"": 1170898087, ""2242"": 1304307190, ""2285"": 1069463003, ""2365"": 1915403219, ""2371"": 1214921765, ""2517"": 1439833354, ""2666"": 935632144, ""2719"": 2177119509, ""2793"": 564280982, ""2919"": 150381273, ""3191"": 1313010915, ""3197"": 1474897803, ""3419"": 658305589, ""3537"": 2225731300, ""3619"": 88350845, ""3945"": 254186263, ""4234"": 2232124302, ""4470"": 1043907414, ""4703"": 1539688298, ""4796"": 1329494142, ""4901"": 1203642146, ""4920"": 157777188, ""5216"": 902775407, ""5254"": 564673497, ""5285"": 1436982042, ""5347"": 1028929146, ""5810"": 526959939, ""6022"": 1258601018, ""6028"": 1251636185, ""6111"": 240906839, ""6683"": 1865640453, ""6684"": 456949171, ""6797"": 1243674809, ""7351"": 2176946550, ""7374"": 1146877098}"
8358117103,31107,1/27/2025 3:10,1/27/2025 3:30,,1000,-479,finished,user.ktakada.data16_13TeV.periodL.AOD_ZMUMU.repro26_v01.4l_20250121_ver0/.6491382496,5886,0,1,9672,1167,0.608560794,user.ktakada.data16_13TeV.periodL.AOD_ZMUMU.repro26_v01.4l_20250121_ver0_EXT0.584736381.584736381,,,,8,0,0,1,199164530,0,0,0,0,0,0|5|1181|5|3|8,
7889919021,31123,1/27/2025 3:10,1/27/2025 3:30,,1000,-479,finished,user.ktakada.data16_13TeV.periodL.AOD_ZMUMU.repro26_v01.4l_20250121_ver0/.6491382496,5886,19,1,9672,1167,0.608560794,user.ktakada.data16_13TeV.periodL.AOD_ZMUMU.repro26_v01.4l_20250121_ver0_EXT0.584736381.584736381,,,,8,0,0,1,199164530,0,0,0,0,0,0|5|1181|5|3|8,
1693117734,31220,1/27/2025 3:10,1/27/2025 3:30,,1000,-479,finished,user.ktakada.data16_13TeV.periodL.AOD_ZMUMU.repro26_v01.4l_20250121_ver0/.6491382496,5886,8,1,9672,1167,0.608560794,user.ktakada.data16_13TeV.periodL.AOD_ZMUMU.repro26_v01.4l_20250121_ver0_EXT0.584736381.584736381,,,,8,36,41953143956,1,199164530,0,0,0,0,0,0|5|1181|5|3|8,"{""15"": 1952280703, ""224"": 1107300578, ""310"": 1882594507, ""594"": 515239966, ""977"": 134508768, ""1166"": 1063225088, ""1328"": 828459990, ""1536"": 2080787446, ""1582"": 222685856, ""2189"": 1432880834, ""2285"": 1069463003, ""2454"": 1595430421, ""2656"": 69538123, ""2719"": 2177119509, ""2799"": 2149671062, ""3265"": 656824345, ""3576"": 2234889548, ""3577"": 271666330, ""4114"": 1013165135, ""4265"": 2146121174, ""4281"": 306633553, ""4299"": 474212411, ""4741"": 1430779533, ""4796"": 1329494142, ""4802"": 1115545186, ""4876"": 950233936, ""4920"": 157777188, ""4936"": 921319183, ""4950"": 1824147194, ""4987"": 1649102799, ""5554"": 368481061, ""6000"": 762397274, ""6323"": 1500263638, ""6439"": 2251970969, ""6705"": 1160056405, ""7374"": 1146877098}"
6757385555,31244,1/27/2025 3:10,1/27/2025 3:30,,1000,-479,finished,user.ktakada.data16_13TeV.periodL.AOD_ZMUMU.repro26_v01.4l_20250121_ver0/.6491382496,5886,18,1,9672,1167,0.608560794,user.ktakada.data16_13TeV.periodL.AOD_ZMUMU.repro26_v01.4l_20250121_ver0_EXT0.584736381.584736381,,,,8,22,28232792205,1,199164530,0,0,0,0,0,0|5|1181|5|3|8,"{""117"": 1038245590, ""137"": 2170855478, ""633"": 470232474, ""915"": 2088861671, ""1607"": 2169497694, ""2364"": 1364608487, ""2512"": 1298876484, ""3026"": 405482948, ""3052"": 516260323, ""3131"": 2196538106, ""3586"": 362800077, ""4098"": 72448908, ""4196"": 1656115105, ""4313"": 1648246446, ""5148"": 2094046678, ""5341"": 1543530142, ""5411"": 1230879477, ""6258"": 1178143987, ""6618"": 2174254380, ""6671"": 268483611, ""6796"": 208807186, ""7411"": 2075576953}"
2765644604,31288,1/27/2025 3:10,1/27/2025 3:30,,1000,-479,finished,user.ktakada.data16_13TeV.periodL.AOD_ZMUMU.repro26_v01.4l_20250121_ver0/.6491382496,5886,13,1,9672,1167,0.608560794,user.ktakada.data16_13TeV.periodL.AOD_ZMUMU.repro26_v01.4l_20250121_ver0_EXT0.584736381.584736381,,,,8,21,23346953092,1,199164530,0,0,0,0,0,0|5|1181|5|3|8,"{""127"": 1204816635, ""136"": 352396654, ""468"": 240052075, ""840"": 790428209, ""867"": 299834197, ""923"": 1486893601, ""1084"": 277529652, ""1275"": 510479989, ""1914"": 1575610573, ""2765"": 1512659969, ""3307"": 2013537749, ""3647"": 278323888, ""4971"": 564710634, ""5532"": 1708154775, ""6004"": 1263173098, ""6101"": 2189177698, ""6657"": 349450357, ""6790"": 1324294198, ""6806"": 1767959684, ""7031"": 1680739287, ""7072"": 1956730170}"
3162786164,31312,1/27/2025 3:10,1/27/2025 3:30,,1000,-479,finished,user.ktakada.data16_13TeV.periodL.AOD_ZMUMU.repro26_v01.4l_20250121_ver0/.6491382496,5886,5,1,9672,1167,0.608560794,user.ktakada.data16_13TeV.periodL.AOD_ZMUMU.repro26_v01.4l_20250121_ver0_EXT0.584736381.584736381,,,,8,0,0,1,199164530,0,0,0,0,0,0|5|1181|5|3|8,
9304095545,31354,1/27/2025 3:10,1/27/2025 3:30,,1000,-479,finished,user.ktakada.data16_13TeV.periodL.AOD_ZMUMU.repro26_v01.4l_20250121_ver0/.6491382496,5886,27,1,9672,1167,0.608560794,user.ktakada.data16_13TeV.periodL.AOD_ZMUMU.repro26_v01.4l_20250121_ver0_EXT0.584736381.584736381,,,,8,0,0,1,199164530,0,0,0,0,0,0|5|1181|5|3|8,
2483571009,31424,1/27/2025 3:10,1/27/2025 3:30,,1000,-479,finished,user.ktakada.data16_13TeV.periodL.AOD_ZMUMU.repro26_v01.4l_20250121_ver0/.6491382496,5886,27,1,9672,1167,0.608560794,user.ktakada.data16_13TeV.periodL.AOD_ZMUMU.repro26_v01.4l_20250121_ver0_EXT0.584736381.584736381,,,,8,0,0,1,199164530,0,0,0,0,0,0|5|1181|5|3|8,
7994804314,31429,1/27/2025 3:10,1/27/2025 3:30,,1000,-479,finished,user.ktakada.data16_13TeV.periodL.AOD_ZMUMU.repro26_v01.4l_20250121_ver0/.6491382496,5886,8,1,9672,1167,0.608560794,user.ktakada.data16_13TeV.periodL.AOD_ZMUMU.repro26_v01.4l_20250121_ver0_EXT0.584736381.584736381,,,,8,9,15161158370,1,199164530,0,0,0,0,0,0|5|1181|5|3|8,"{""1702"": 1662231537, ""2193"": 2298360965, ""2726"": 949837265, ""4459"": 1893832735, ""4703"": 1539688298, ""5058"": 2282448064, ""5708"": 238965772, ""6439"": 2251970969, ""6742"": 2043822765}"
8585477210,31458,1/27/2025 3:10,1/27/2025 3:30,,1000,-479,finished,user.ktakada.data16_13TeV.periodL.AOD_ZMUMU.repro26_v01.4l_20250121_ver0/.6491382496,5886,8,1,9672,1167,0.608560794,user.ktakada.data16_13TeV.periodL.AOD_ZMUMU.repro26_v01.4l_20250121_ver0_EXT0.584736381.584736381,,,,8,0,0,1,199164530,0,0,0,0,0,0|5|1181|5|3|8,
4235960155,31474,1/27/2025 3:10,1/27/2025 3:30,,1000,-479,finished,user.ktakada.data16_13TeV.periodL.AOD_ZMUMU.repro26_v01.4l_20250121_ver0/.6491382496,5886,7,1,9672,1167,0.608560794,user.ktakada.data16_13TeV.periodL.AOD_ZMUMU.repro26_v01.4l_20250121_ver0_EXT0.584736381.584736381,,,,8,30,35458985268,1,199164530,0,0,0,0,0,0|5|1181|5|3|8,"{""128"": 1993265198, ""198"": 1402543652, ""225"": 671981061, ""1245"": 767908387, ""1579"": 1349120142, ""2382"": 717576480, ""2700"": 2201671593, ""3297"": 607716712, ""3601"": 442324709, ""3606"": 650522779, ""3659"": 610326796, ""3757"": 1439581583, ""4319"": 707307539, ""4359"": 564029195, ""4365"": 942933808, ""4403"": 519194817, ""4421"": 1176945327, ""4720"": 1941006214, ""4952"": 730844832, ""5239"": 1322437135, ""5268"": 591755843, ""5418"": 1905422348, ""5731"": 1565453089, ""5864"": 860334673, ""6019"": 2210519738, ""6349"": 60809411, ""6497"": 1649411613, ""6570"": 2232038153, ""7093"": 2073939571, ""7311"": 1550062870}"
9406701348,31483,1/27/2025 3:10,1/27/2025 3:30,,1000,-479,finished,user.ktakada.data16_13TeV.periodL.AOD_ZMUMU.repro26_v01.4l_20250121_ver0/.6491382496,5886,1,1,9672,1167,0.608560794,user.ktakada.data16_13TeV.periodL.AOD_ZMUMU.repro26_v01.4l_20250121_ver0_EXT0.584736381.584736381,,,,8,10,9862793841,1,199164530,0,0,0,0,0,0|5|1181|5|3|8,"{""69"": 681373071, ""462"": 1064976751, ""805"": 60135151, ""1463"": 56376713, ""1854"": 2079925880, ""2563"": 1558391811, ""3780"": 1230954769, ""4090"": 1817653549, ""4190"": 458629196, ""6107"": 854376950}"
7801858857,31566,1/27/2025 3:10,1/27/2025 3:30,,1000,-479,finished,user.ktakada.data16_13TeV.periodL.AOD_ZMUMU.repro26_v01.4l_20250121_ver0/.6491382496,5886,27,1,9672,1167,0.608560794,user.ktakada.data16_13TeV.periodL.AOD_ZMUMU.repro26_v01.4l_20250121_ver0_EXT0.584736381.584736381,,,,8,26,37344241034,1,199164530,0,0,0,0,0,0|5|1181|5|3|8,"{""150"": 2089743058, ""979"": 725525773, ""1300"": 736938732, ""1405"": 994416226, ""1527"": 800799836, ""1690"": 2289803986, ""3222"": 1477742039, ""3560"": 1043646839, ""3821"": 1537089629, ""4049"": 2006367954, ""4078"": 703077826, ""4335"": 1739160603, ""4356"": 806784005, ""4731"": 971961538, ""5078"": 2273568023, ""5154"": 877093580, ""5316"": 2176205184, ""5837"": 1372381131, ""5960"": 2262430550, ""5994"": 1641506192, ""5998"": 585026332, ""6171"": 2085224961, ""6293"": 1969092372, ""7053"": 880150426, ""7328"": 1913560112, ""7342"": 1384944127}"
6566460622,31591,1/27/2025 3:10,1/27/2025 3:30,,1000,-479,finished,user.ktakada.data16_13TeV.periodL.AOD_ZMUMU.repro26_v01.4l_20250121_ver0/.6491382496,5886,19,1,9672,1167,0.608560794,user.ktakada.data16_13TeV.periodL.AOD_ZMUMU.repro26_v01.4l_20250121_ver0_EXT0.584736381.584736381,,,,8,0,0,1,199164530,0,0,0,0,0,0|5|1181|5|3|8,
3724826157,31696,1/27/2025 3:10,1/27/2025 3:30,,1000,-479,finished,user.ktakada.data16_13TeV.periodL.AOD_ZMUMU.repro26_v01.4l_20250121_ver0/.6491382496,5886,6,1,9672,1167,0.608560794,user.ktakada.data16_13TeV.periodL.AOD_ZMUMU.repro26_v01.4l_20250121_ver0_EXT0.584736381.584736381,,,,8,0,0,1,199164530,0,0,0,0,0,0|5|1181|5|3|8,
2852047268,31739,1/27/2025 3:10,1/27/2025 3:30,,1000,-479,finished,user.ktakada.data16_13TeV.periodL.AOD_ZMUMU.repro26_v01.4l_20250121_ver0/.6491382496,5886,20,1,9672,1167,0.608560794,user.ktakada.data16_13TeV.periodL.AOD_ZMUMU.repro26_v01.4l_20250121_ver0_EXT0.584736381.584736381,,,,8,0,0,1,199164530,0,0,0,0,0,0|5|1181|5|3|8,
8225090837,31816,1/27/2025 3:10,1/27/2025 3:30,,1000,-479,finished,user.ktakada.data16_13TeV.periodL.AOD_ZMUMU.repro26_v01.4l_20250121_ver0/.6491382496,5886,27,1,9672,1167,0.608560794,user.ktakada.data16_13TeV.periodL.AOD_ZMUMU.repro26_v01.4l_20250121_ver0_EXT0.584736381.584736381,,,,8,0,0,1,199164530,0,0,0,0,0,0|5|1181|5|3|8,
6450608780,31817,1/27/2025 3:10,1/27/2025 3:30,,1000,-479,finished,user.ktakada.data16_13TeV.periodL.AOD_ZMUMU.repro26_v01.4l_20250121_ver0/.6491382496,5886,27,1,9672,1167,0.608560794,user.ktakada.data16_13TeV.periodL.AOD_ZMUMU.repro26_v01.4l_20250121_ver0_EXT0.584736381.584736381,,,,8,12,13475968086,1,199164530,0,0,0,0,0,0|5|1181|5|3|8,"{""621"": 670467718, ""663"": 1163104285, ""3222"": 1477742039, ""3329"": 1322955375, ""3573"": 1063359678, ""3635"": 1211226817, ""4078"": 703077826, ""4731"": 971961538, ""5175"": 1681661162, ""6068"": 1148031994, ""6228"": 148819542, ""7328"": 1913560112}"
